year,revenue,assets,CIK,ticker,asset_growth
2019.0,91244000000,2434079000000,0000070858,BAC,0.03379560986652397
2019.0,91244000000,2434079000000,0000070858,BML-PG,0.0
2019.0,91244000000,2434079000000,0000070858,BML-PH,0.0
2019.0,91244000000,2434079000000,0000070858,BML-PL,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PB,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PK,0.0
2019.0,91244000000,2434079000000,0000070858,BML-PJ,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PE,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PL,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PM,0.0
2019.0,91244000000,2434079000000,0000070858,MER-PK,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PN,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PO,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PP,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PQ,0.0
2019.0,91244000000,2434079000000,0000070858,BAC-PS,0.0
2019.0,91244000000,2434079000000,0000070858,BACRP,0.0
2020.0,91020000000,2434079000000,0000070858,BAC,0.0
2020.0,91020000000,2434079000000,0000070858,BML-PG,0.0
2020.0,91020000000,2434079000000,0000070858,BML-PH,0.0
2020.0,91020000000,2434079000000,0000070858,BML-PL,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PB,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PK,0.0
2020.0,91020000000,2434079000000,0000070858,BML-PJ,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PE,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PL,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PM,0.0
2020.0,91020000000,2434079000000,0000070858,MER-PK,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PN,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PO,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PP,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PQ,0.0
2020.0,91020000000,2434079000000,0000070858,BAC-PS,0.0
